Date,Mode,Category,Note,Amount,Income/Expense,Currency,year,month,Transaction_id
30-06-2016,Saving Bank account 1,Miscellaneous,No notes available!,106.9,Expense,INR,2016,June,TXN526
30-06-2016,Saving Bank account 1,Interest,No notes available!,740,Income,INR,2016,June,TXN527
01-07-2016,Saving Bank account 1,Miscellaneous,No notes available!,15000,Expense,INR,2016,July,TXN528
01-07-2016,Saving Bank account 1,Financial Obligations,Public Provident Fund,10000,Expense,INR,2016,July,TXN529
01-07-2016,Saving Bank account 1,Healthcare,misc,2599,Expense,INR,2016,July,TXN530
04-07-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,INR,2016,July,TXN531
05-07-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,INR,2016,July,TXN532
05-07-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,July,TXN533
05-07-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,INR,2016,July,TXN534
07-07-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,July,TXN535
12-07-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,July,TXN536
12-07-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,INR,2016,July,TXN537
13-07-2016,Cash,Healthcare,Medicine,10,Expense,INR,2016,July,TXN538
20-07-2016,Saving Bank account 1,Communication,Mobile Service Provider,2599,Expense,INR,2016,July,TXN539
21-07-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,INR,2016,July,TXN540
25-07-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,INR,2016,July,TXN541
31-07-2016,Saving Bank account 1,Salary,No notes available!,51556,Income,INR,2016,July,TXN542
31-07-2016,Cash,Miscellaneous,No notes available!,250,Expense,INR,2016,July,TXN543
01-08-2016,Saving Bank account 1,Financial Obligations,Public Provident Fund,10000,Expense,INR,2016,August,TXN544
01-08-2016,Saving Bank account 1,Miscellaneous,No notes available!,15000,Expense,INR,2016,August,TXN545
04-08-2016,Saving Bank account 1,Healthcare,misc,260,Expense,INR,2016,August,TXN546
05-08-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,August,TXN547
05-08-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,INR,2016,August,TXN548
07-08-2016,Saving Bank account 1,Healthcare,exam fee,750,Expense,INR,2016,August,TXN549
07-08-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,August,TXN550
09-08-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,INR,2016,August,TXN551
10-08-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,August,TXN552
10-08-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,INR,2016,August,TXN553
11-08-2016,Saving Bank account 1,Financial Obligations,LIC,11286,Expense,INR,2016,August,TXN554
14-08-2016,Cash,Healthcare,Saloon,100,Expense,INR,2016,August,TXN555
14-08-2016,Cash,Miscellaneous,No notes available!,5,Expense,INR,2016,August,TXN556
18-08-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,INR,2016,August,TXN557
21-08-2016,Cash,Miscellaneous,No notes available!,100,Expense,INR,2016,August,TXN558
22-08-2016,Saving Bank account 1,Discretionary,Rakshabandhan,500,Expense,INR,2016,August,TXN559
23-08-2016,Saving Bank account 1,Healthcare,Pocket money,2000,Expense,INR,2016,August,TXN560
24-08-2016,Saving Bank account 1,Discretionary,Rakshabandhan,500,Expense,INR,2016,August,TXN561
29-08-2016,Cash,Utilities,Kitchen,40,Expense,INR,2016,August,TXN562
29-08-2016,Saving Bank account 1,Utilities,Toiletries,98,Expense,INR,2016,August,TXN563
29-08-2016,Cash,Discretionary,Ganesh Pujan,361,Expense,INR,2016,August,TXN564
31-08-2016,Saving Bank account 1,Salary,No notes available!,63894,Income,INR,2016,August,TXN565
01-09-2016,Saving Bank account 1,Miscellaneous,No notes available!,10000,Expense,INR,2016,September,TXN566
01-09-2016,Saving Bank account 1,Financial Obligations,Public Provident Fund,10000,Expense,INR,2016,September,TXN567
01-09-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,INR,2016,September,TXN568
01-09-2016,Saving Bank account 1,Transportation,Travels,750,Expense,INR,2016,September,TXN569
05-09-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,September,TXN570
05-09-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,INR,2016,September,TXN571
06-09-2016,Saving Bank account 1,Transportation,Travels,598.5,Expense,INR,2016,September,TXN572
07-09-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,September,TXN573
07-09-2016,Cash,Groceries,Eggs,72,Expense,INR,2016,September,TXN574
08-09-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,INR,2016,September,TXN575
08-09-2016,Cash,Groceries,Grocery,20,Expense,INR,2016,September,TXN576
08-09-2016,Saving Bank account 1,Groceries,beverage,30,Expense,INR,2016,September,TXN577
09-09-2016,Cash,Groceries,Milk,70,Expense,INR,2016,September,TXN578
10-09-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,September,TXN579
10-09-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,INR,2016,September,TXN580
11-09-2016,Cash,Transportation,auto,20,Expense,INR,2016,September,TXN581
11-09-2016,Saving Bank account 1,Groceries,Milk,35,Expense,INR,2016,September,TXN582
11-09-2016,Cash,Groceries,Grocery,70,Expense,INR,2016,September,TXN583
12-09-2016,Saving Bank account 1,Groceries,snacks,20,Expense,INR,2016,September,TXN584
12-09-2016,Cash,Groceries,Milk,35,Expense,INR,2016,September,TXN585
12-09-2016,Cash,Groceries,Grocery,35,Expense,INR,2016,September,TXN586
13-09-2016,Saving Bank account 1,Groceries,Eating out,845,Expense,INR,2016,September,TXN587
13-09-2016,Cash,Groceries,snacks,70,Expense,INR,2016,September,TXN588
14-09-2016,Saving Bank account 1,Healthcare,gift,437,Expense,INR,2016,September,TXN589
14-09-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,INR,2016,September,TXN590
15-09-2016,Cash,Groceries,Grocery,95,Expense,INR,2016,September,TXN591
19-09-2016,Cash,Groceries,Milk,33,Expense,INR,2016,September,TXN592
28-09-2016,Cash,Miscellaneous,No notes available!,32,Expense,INR,2016,September,TXN593
30-09-2016,Saving Bank account 1,Salary,No notes available!,58058,Income,INR,2016,September,TXN594
30-09-2016,Saving Bank account 1,Interest,No notes available!,835,Income,INR,2016,September,TXN595
01-10-2016,Cash,Discretionary,Navratri,200,Expense,INR,2016,October,TXN596
01-10-2016,Saving Bank account 1,Miscellaneous,No notes available!,10000,Expense,INR,2016,October,TXN597
01-10-2016,Saving Bank account 1,Financial Obligations,Public Provident Fund,10000,Expense,INR,2016,October,TXN598
05-10-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,October,TXN599
05-10-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,INR,2016,October,TXN600
07-10-2016,Saving Bank account 1,Communication,Netflix,199,Expense,INR,2016,October,TXN601
08-10-2016,Saving Bank account 1,Discretionary,grooming,174,Expense,INR,2016,October,TXN602
09-10-2016,Saving Bank account 1,Groceries,Grocery,90,Expense,INR,2016,October,TXN603
09-10-2016,Saving Bank account 1,Transportation,auto,80,Expense,INR,2016,October,TXN604
09-10-2016,Saving Bank account 1,Healthcare,Medicine,40,Expense,INR,2016,October,TXN605
09-10-2016,Saving Bank account 1,Healthcare,misc,249,Expense,INR,2016,October,TXN606
10-10-2016,Cash,Groceries,Grocery,100,Expense,INR,2016,October,TXN607
10-10-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,October,TXN608
10-10-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,October,TXN609
10-10-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,INR,2016,October,TXN610
12-10-2016,Saving Bank account 1,Groceries,Grocery,150,Expense,INR,2016,October,TXN611
13-10-2016,Saving Bank account 1,Healthcare,misc,249,Expense,INR,2016,October,TXN612
14-10-2016,Saving Bank account 1,Groceries,Grocery,120,Expense,INR,2016,October,TXN613
15-10-2016,Saving Bank account 1,Groceries,Grocery,430,Expense,INR,2016,October,TXN614
17-10-2016,Cash,Groceries,Grocery,215,Expense,INR,2016,October,TXN615
22-10-2016,Cash,Groceries,Eating out,20,Expense,INR,2016,October,TXN616
22-10-2016,Cash,Groceries,Grocery,35,Expense,INR,2016,October,TXN617
24-10-2016,Cash,Groceries,Grocery,320,Expense,INR,2016,October,TXN618
25-10-2016,Cash,Groceries,snacks,25,Expense,INR,2016,October,TXN619
26-10-2016,Saving Bank account 1,Healthcare,Medicine,617,Expense,INR,2016,October,TXN620
27-10-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,INR,2016,October,TXN621
27-10-2016,Cash,Groceries,fruits,170,Expense,INR,2016,October,TXN622
27-10-2016,Cash,Groceries,Grocery,25,Expense,INR,2016,October,TXN623
27-10-2016,Saving Bank account 1,Healthcare,gift,1119.2,Expense,INR,2016,October,TXN624
28-10-2016,Saving Bank account 1,Healthcare,Medicine,221,Expense,INR,2016,October,TXN625
28-10-2016,Cash,Transportation,auto,40,Expense,INR,2016,October,TXN626
30-10-2016,Saving Bank account 1,Salary,No notes available!,56647,Income,INR,2016,October,TXN627
31-10-2016,Saving Bank account 1,Discretionary,Diwali,1999,Expense,INR,2016,October,TXN628
01-11-2016,Saving Bank account 1,Miscellaneous,No notes available!,10000,Expense,INR,2016,November,TXN629
01-11-2016,Saving Bank account 1,Financial Obligations,Public Provident Fund,10000,Expense,INR,2016,November,TXN630
01-11-2016,Cash,Groceries,fruits,50,Expense,INR,2016,November,TXN631
01-11-2016,Cash,Discretionary,Diwali,450,Expense,INR,2016,November,TXN632
02-11-2016,Cash,Healthcare,Saloon,80,Expense,INR,2016,November,TXN633
03-11-2016,Cash,Groceries,Grocery,240,Expense,INR,2016,November,TXN634
03-11-2016,Saving Bank account 1,Healthcare,Medicine,700,Expense,INR,2016,November,TXN635
03-11-2016,Saving Bank account 1,Miscellaneous,No notes available!,470,Expense,INR,2016,November,TXN636
03-11-2016,Saving Bank account 1,Salary,No notes available!,1500,Income,INR,2016,November,TXN637
04-11-2016,Cash,Discretionary,Diwali,50,Expense,INR,2016,November,TXN638
05-11-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,November,TXN639
05-11-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,INR,2016,November,TXN640
05-11-2016,Cash,Transportation,auto,30,Expense,INR,2016,November,TXN641
07-11-2016,Cash,Groceries,Eating out,45,Expense,INR,2016,November,TXN642
08-11-2016,Saving Bank account 1,Communication,Netflix,199,Expense,INR,2016,November,TXN643
09-11-2016,Cash,Miscellaneous,No notes available!,10,Expense,INR,2016,November,TXN644
10-11-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,November,TXN645
10-11-2016,Saving Bank account 1,Financial Obligations,LIC,11286,Expense,INR,2016,November,TXN646
10-11-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,INR,2016,November,TXN647
10-11-2016,Cash,Transportation,auto,40,Expense,INR,2016,November,TXN648
10-11-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,November,TXN649
12-11-2016,Cash,Groceries,snacks,10,Expense,INR,2016,November,TXN650
12-11-2016,Cash,Healthcare,Medicine,55,Expense,INR,2016,November,TXN651
14-11-2016,Saving Bank account 1,Transportation,Travels,4662,Expense,INR,2016,November,TXN652
14-11-2016,Saving Bank account 1,Transportation,Travels,1800,Expense,INR,2016,November,TXN653
15-11-2016,Cash,Groceries,Grocery,20,Expense,INR,2016,November,TXN654
15-11-2016,Cash,Miscellaneous,No notes available!,10,Expense,INR,2016,November,TXN655
15-11-2016,Cash,Groceries,fruits,180,Expense,INR,2016,November,TXN656
17-11-2016,Cash,Groceries,snacks,10,Expense,INR,2016,November,TXN657
19-11-2016,Cash,Transportation,auto,40,Expense,INR,2016,November,TXN658
19-11-2016,Cash,Groceries,chocolate,2,Expense,INR,2016,November,TXN659
19-11-2016,Saving Bank account 1,Groceries,Eating out,1087,Expense,INR,2016,November,TXN660
19-11-2016,Cash,Transportation,auto,50,Expense,INR,2016,November,TXN661
19-11-2016,Cash,Groceries,Water,40,Expense,INR,2016,November,TXN662
19-11-2016,Cash,Miscellaneous,No notes available!,100,Expense,INR,2016,November,TXN663
19-11-2016,Cash,Transportation,Bus,94,Expense,INR,2016,November,TXN664
19-11-2016,Cash,Transportation,auto,40,Expense,INR,2016,November,TXN665
19-11-2016,Cash,Groceries,beverage,40,Expense,INR,2016,November,TXN666
19-11-2016,Cash,Miscellaneous,No notes available!,740,Expense,INR,2016,November,TXN667
19-11-2016,Cash,Transportation,ropeway,338,Expense,INR,2016,November,TXN668
19-11-2016,Cash,Transportation,Taxi,100,Expense,INR,2016,November,TXN669
19-11-2016,Cash,Transportation,auto,80,Expense,INR,2016,November,TXN670
19-11-2016,Cash,Transportation,Bus,54,Expense,INR,2016,November,TXN671
19-11-2016,Cash,Transportation,Taxi,100,Expense,INR,2016,November,TXN672
20-11-2016,Cash,Transportation,auto,50,Expense,INR,2016,November,TXN673
21-11-2016,Cash,Transportation,auto,70,Expense,INR,2016,November,TXN674
21-11-2016,Cash,Healthcare,Medicine,15,Expense,INR,2016,November,TXN675
21-11-2016,Cash,Transportation,auto,50,Expense,INR,2016,November,TXN676
25-11-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,INR,2016,November,TXN677
25-11-2016,Saving Bank account 1,Salary,No notes available!,5,Income,INR,2016,November,TXN678
28-11-2016,Saving Bank account 1,Utilities,Appliances,20500,Expense,INR,2016,November,TXN679
28-11-2016,Cash,Groceries,Ice cream,20,Expense,INR,2016,November,TXN680
28-11-2016,Cash,Miscellaneous,No notes available!,8,Expense,INR,2016,November,TXN681
29-11-2016,Cash,Healthcare,misc,60,Expense,INR,2016,November,TXN682
30-11-2016,Saving Bank account 1,Communication,Mobile Service Provider,98,Expense,INR,2016,November,TXN683
30-11-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,INR,2016,November,TXN684
30-11-2016,Saving Bank account 1,Salary,No notes available!,5,Income,INR,2016,November,TXN685
30-11-2016,Saving Bank account 1,Salary,No notes available!,56586,Income,INR,2016,November,TXN686
30-11-2016,Saving Bank account 1,Healthcare,clothes,500,Expense,INR,2016,November,TXN687
01-12-2016,Saving Bank account 1,Miscellaneous,No notes available!,10000,Expense,INR,2016,December,TXN688
01-12-2016,Saving Bank account 1,Financial Obligations,Public Provident Fund,40000,Expense,INR,2016,December,TXN689
03-12-2016,Cash,Groceries,chocolate,20,Expense,INR,2016,December,TXN690
03-12-2016,Cash,Groceries,Grocery,55,Expense,INR,2016,December,TXN691
04-12-2016,Cash,Groceries,vegetables,8,Expense,INR,2016,December,TXN692
04-12-2016,Cash,Groceries,vegetables,25,Expense,INR,2016,December,TXN693
04-12-2016,Cash,Groceries,vegetables,10,Expense,INR,2016,December,TXN694
04-12-2016,Cash,Groceries,vegetables,30,Expense,INR,2016,December,TXN695
04-12-2016,Cash,Groceries,vegetables,90,Expense,INR,2016,December,TXN696
04-12-2016,Cash,Groceries,vegetables,50,Expense,INR,2016,December,TXN697
04-12-2016,Cash,Groceries,snacks,45,Expense,INR,2016,December,TXN698
04-12-2016,Cash,Groceries,vegetables,25,Expense,INR,2016,December,TXN699
04-12-2016,Cash,Groceries,fruits,20,Expense,INR,2016,December,TXN700
04-12-2016,Cash,Groceries,snacks,15,Expense,INR,2016,December,TXN701
05-12-2016,Saving Bank account 1,Financial Obligations,No notes available!,1000,Expense,INR,2016,December,TXN702
05-12-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,December,TXN703
05-12-2016,Cash,Healthcare,medicine,155,Expense,INR,2016,December,TXN704
07-12-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,December,TXN705
08-12-2016,Saving Bank account 1,Miscellaneous,No notes available!,199,Expense,INR,2016,December,TXN706
08-12-2016,Saving Bank account 1,Groceries,Grocery,30,Expense,INR,2016,December,TXN707
09-12-2016,Saving Bank account 1,Communication,Mobile Service Provider,301,Expense,INR,2016,December,TXN708
10-12-2016,Saving Bank account 1,Financial Obligations,No notes available!,1000,Expense,INR,2016,December,TXN709
10-12-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,December,TXN710
10-12-2016,Cash,Groceries,Ice cream,30,Expense,INR,2016,December,TXN711
11-12-2016,Saving Bank account 1,Healthcare,Medicine,257,Expense,INR,2016,December,TXN712
11-12-2016,Cash,Healthcare,Hospital,200,Expense,INR,2016,December,TXN713
11-12-2016,Cash,Miscellaneous,No notes available!,45,Expense,INR,2016,December,TXN714
13-12-2016,Cash,Miscellaneous,No notes available!,35,Expense,INR,2016,December,TXN715
13-12-2016,Cash,Utilities,Toiletries,25,Expense,INR,2016,December,TXN716
13-12-2016,Saving Bank account 1,Miscellaneous,No notes available!,350,Expense,INR,2016,December,TXN717
14-12-2016,Cash,Groceries,vegetables,200,Expense,INR,2016,December,TXN718
17-12-2016,Saving Bank account 1,Communication,Mobile Service Provider,301,Expense,INR,2016,December,TXN719
17-12-2016,Saving Bank account 1,Salary,No notes available!,11,Income,INR,2016,December,TXN720
18-12-2016,Saving Bank account 1,Healthcare,Pocket money,2000,Expense,INR,2016,December,TXN721
18-12-2016,Saving Bank account 1,Salary,No notes available!,5,Income,INR,2016,December,TXN722
19-12-2016,Cash,Groceries,fruits,170,Expense,INR,2016,December,TXN723
19-12-2016,Cash,Groceries,snacks,29,Expense,INR,2016,December,TXN724
19-12-2016,Saving Bank account 1,Utilities,Toiletries,49,Expense,INR,2016,December,TXN725
19-12-2016,Cash,Groceries,snacks,30,Expense,INR,2016,December,TXN726
21-12-2016,Saving Bank account 1,Transportation,Travels,1900,Expense,INR,2016,December,TXN727
21-12-2016,Saving Bank account 1,Transportation,train,251.8,Expense,INR,2016,December,TXN728
21-12-2016,Saving Bank account 1,Healthcare,clothes,1874,Expense,INR,2016,December,TXN729
22-12-2016,Saving Bank account 1,Transportation,train,11.8,Expense,INR,2016,December,TXN730
22-12-2016,Saving Bank account 1,Miscellaneous,No notes available!,285,Expense,INR,2016,December,TXN731
25-12-2016,Saving Bank account 1,Communication,Mobile Service Provider,301,Expense,INR,2016,December,TXN732
28-12-2016,Cash,Groceries,Grocery,10,Expense,INR,2016,December,TXN733
28-12-2016,Saving Bank account 1,Miscellaneous,No notes available!,1780,Expense,INR,2016,December,TXN734
29-12-2016,Saving Bank account 1,Miscellaneous,No notes available!,3195,Expense,INR,2016,December,TXN735
29-12-2016,Saving Bank account 1,Transportation,train,403,Expense,INR,2016,December,TXN736
29-12-2016,Saving Bank account 1,Communication,Tata Sky,214,Expense,INR,2016,December,TXN737
29-12-2016,Cash,Groceries,flour mill,14,Expense,INR,2016,December,TXN738
29-12-2016,Cash,Groceries,snacks,10,Expense,INR,2016,December,TXN739
29-12-2016,Cash,Miscellaneous,No notes available!,25,Expense,INR,2016,December,TXN740
30-12-2016,Cash,Transportation,auto,100,Expense,INR,2016,December,TXN741
31-12-2016,Saving Bank account 1,Groceries,Dinner,375,Expense,INR,2016,December,TXN742
31-12-2016,Cash,Groceries,snacks,25,Expense,INR,2016,December,TXN743
31-12-2016,Saving Bank account 1,Miscellaneous,No notes available!,1096,Expense,INR,2016,December,TXN744
31-12-2016,Saving Bank account 1,Groceries,Grocery,77,Expense,INR,2016,December,TXN745
31-12-2016,Saving Bank account 1,Groceries,Lunch,170,Expense,INR,2016,December,TXN746
31-12-2016,Saving Bank account 1,Salary,No notes available!,56574,Income,INR,2016,December,TXN747
31-12-2016,Cash,Communication,Edtech Course,2816,Expense,INR,2016,December,TXN748
31-12-2016,Saving Bank account 1,Groceries,Grocery,160,Expense,INR,2016,December,TXN749
31-12-2016,Saving Bank account 1,Healthcare,Medicine,24,Expense,INR,2016,December,TXN750
01-01-2017,Saving Bank account 1,Groceries,Grocery,510,Expense,INR,2017,January,TXN751
01-01-2017,Saving Bank account 1,Healthcare,Medicine,354,Expense,INR,2017,January,TXN752
01-01-2017,Saving Bank account 1,Utilities,Kitchen,50,Expense,INR,2017,January,TXN753
01-01-2017,Cash,Groceries,Grocery,40,Expense,INR,2017,January,TXN754
01-01-2017,Saving Bank account 1,Healthcare,Hospital,300,Expense,INR,2017,January,TXN755
01-01-2017,Saving Bank account 1,Miscellaneous,No notes available!,100000,Expense,INR,2017,January,TXN756
01-01-2017,Saving Bank account 1,Groceries,Dinner,340,Expense,INR,2017,January,TXN757
02-01-2017,Saving Bank account 1,Groceries,Dinner,386,Expense,INR,2017,January,TXN758
02-01-2017,Cash,Utilities,Kitchen,110,Expense,INR,2017,January,TXN759
02-01-2017,Cash,Transportation,auto,60,Expense,INR,2017,January,TXN760
03-01-2017,Cash,Groceries,Tea,20,Expense,INR,2017,January,TXN761
03-01-2017,Cash,Groceries,Grocery,140,Expense,INR,2017,January,TXN762
03-01-2017,Cash,Groceries,chocolate,50,Expense,INR,2017,January,TXN763
03-01-2017,Saving Bank account 1,Groceries,Milk,31,Expense,INR,2017,January,TXN764
03-01-2017,Saving Bank account 1,Communication,Edtech Course,2816.92,Expense,INR,2017,January,TXN765
03-01-2017,Cash,Groceries,Water,70,Expense,INR,2017,January,TXN766
03-01-2017,Cash,Groceries,Lunch,330,Expense,INR,2017,January,TXN767
03-01-2017,Cash,Discretionary,Movie,400,Expense,INR,2017,January,TXN768
03-01-2017,Cash,Transportation,train,20,Expense,INR,2017,January,TXN769
03-01-2017,Cash,Groceries,Lunch,310,Expense,INR,2017,January,TXN770
03-01-2017,Cash,Transportation,auto,30,Expense,INR,2017,January,TXN771
04-01-2017,Cash,Groceries,Grocery,40,Expense,INR,2017,January,TXN772
05-01-2017,Saving Bank account 1,Communication,Mobile Service Provider,301,Expense,INR,2017,January,TXN773
05-01-2017,Cash,Groceries,Milk,31,Expense,INR,2017,January,TXN774
05-01-2017,Cash,Utilities,Appliances,100,Expense,INR,2017,January,TXN775
06-01-2017,Cash,Utilities,Appliances,200,Expense,INR,2017,January,TXN776
06-01-2017,Saving Bank account 1,Transportation,Travels,1396.5,Expense,INR,2017,January,TXN777
06-01-2017,Saving Bank account 1,Groceries,snacks,48,Expense,INR,2017,January,TXN778
06-01-2017,Cash,Groceries,Milk,31,Expense,INR,2017,January,TXN779
06-01-2017,Saving Bank account 1,Groceries,Dinner,294,Expense,INR,2017,January,TXN780
07-01-2017,Cash,Transportation,auto,50,Expense,INR,2017,January,TXN781
07-01-2017,Saving Bank account 1,Groceries,snacks,175,Expense,INR,2017,January,TXN782
08-01-2017,Cash,Transportation,auto,50,Expense,INR,2017,January,TXN783
08-01-2017,Saving Bank account 1,Communication,Netflix,149,Expense,INR,2017,January,TXN784
09-01-2017,Cash,Discretionary,grooming,80,Expense,INR,2017,January,TXN785
09-01-2017,Saving Bank account 1,Groceries,Grocery,99,Expense,INR,2017,January,TXN786
10-01-2017,Cash,Groceries,fruits,160,Expense,INR,2017,January,TXN787
11-01-2017,Saving Bank account 1,Healthcare,Medicine,90,Expense,INR,2017,January,TXN788
11-01-2017,Cash,Groceries,Grocery,45,Expense,INR,2017,January,TXN789
15-01-2017,Cash,Groceries,Grocery,140,Expense,INR,2017,January,TXN790
15-01-2017,Cash,Groceries,Grocery,540,Expense,INR,2017,January,TXN791
16-01-2017,Saving Bank account 1,Miscellaneous,No notes available!,50,Expense,INR,2017,January,TXN792
16-01-2017,Saving Bank account 1,Utilities,Furniture,2400,Expense,INR,2017,January,TXN793
16-01-2017,Cash,Transportation,auto,40,Expense,INR,2017,January,TXN794
19-01-2017,Saving Bank account 1,Healthcare,medicine,145,Expense,INR,2017,January,TXN795
19-01-2017,Cash,Groceries,snacks,20,Expense,INR,2017,January,TXN796
20-01-2017,Saving Bank account 1,Communication,Mobile Service Provider,301,Expense,INR,2017,January,TXN797
21-01-2017,Saving Bank account 1,Communication,Mobile Service Provider,149,Expense,INR,2017,January,TXN798
22-01-2017,Cash,Groceries,Grocery,410,Expense,INR,2017,January,TXN799
22-01-2017,Saving Bank account 1,Healthcare,Pocket money,2000,Expense,INR,2017,January,TXN800
23-01-2017,Saving Bank account 1,Miscellaneous,No notes available!,649,Expense,INR,2017,January,TXN801
23-01-2017,Saving Bank account 1,Communication,Tata Sky,181,Expense,INR,2017,January,TXN802
29-01-2017,Cash,Groceries,Dinner,250,Expense,INR,2017,January,TXN803
29-01-2017,Cash,Groceries,snacks,60,Expense,INR,2017,January,TXN804
29-01-2017,Cash,Groceries,snacks,30,Expense,INR,2017,January,TXN805
29-01-2017,Saving Bank account 1,Groceries,breakfast,35,Expense,INR,2017,January,TXN806
29-01-2017,Cash,Transportation,auto,30,Expense,INR,2017,January,TXN807
29-01-2017,Cash,Transportation,auto,30,Expense,INR,2017,January,TXN808
29-01-2017,Cash,Groceries,Milk,35,Expense,INR,2017,January,TXN809
29-01-2017,Cash,Transportation,Bus,510,Expense,INR,2017,January,TXN810
30-01-2017,Cash,Groceries,snacks,15,Expense,INR,2017,January,TXN811
30-01-2017,Saving Bank account 1,Groceries,Milk,35,Expense,INR,2017,January,TXN812
31-01-2017,Saving Bank account 1,Groceries,Milk,35,Expense,INR,2017,January,TXN813
31-01-2017,Saving Bank account 1,Salary,No notes available!,63101,Income,INR,2017,January,TXN814
01-02-2017,Saving Bank account 1,Miscellaneous,No notes available!,10000,Expense,INR,2017,February,TXN815
01-02-2017,Saving Bank account 1,Groceries,Milk,33,Expense,INR,2017,February,TXN816
01-02-2017,Saving Bank account 1,Communication,Mobile Service Provider,301,Expense,INR,2017,February,TXN817
02-02-2017,Saving Bank account 1,Communication,Mobile Service Provider,301,Expense,INR,2017,February,TXN818
02-02-2017,Saving Bank account 1,Groceries,Dinner,1160,Expense,INR,2017,February,TXN819
03-02-2017,Cash,Healthcare,Medicine,8,Expense,INR,2017,February,TXN820
03-02-2017,Saving Bank account 1,Groceries,Dinner,412.25,Expense,INR,2017,February,TXN821
03-02-2017,Cash,Groceries,beverage,12,Expense,INR,2017,February,TXN822
03-02-2017,Saving Bank account 1,Groceries,snacks,50,Expense,INR,2017,February,TXN823
03-02-2017,Saving Bank account 1,Communication,Edtech Course,2700.1,Expense,INR,2017,February,TXN824
03-02-2017,Cash,Groceries,breakfast,10,Expense,INR,2017,February,TXN825
04-02-2017,Cash,Groceries,Milk,30,Expense,INR,2017,February,TXN826
04-02-2017,Cash,Groceries,snacks,53,Expense,INR,2017,February,TXN827
04-02-2017,Saving Bank account 1,Groceries,beverage,60,Expense,INR,2017,February,TXN828
04-02-2017,Cash,Discretionary,Laundry,38,Expense,INR,2017,February,TXN829
05-02-2017,Cash,Transportation,auto,40,Expense,INR,2017,February,TXN830
05-02-2017,Cash,Groceries,Tea,10,Expense,INR,2017,February,TXN831
05-02-2017,Cash,Transportation,Bus,330,Expense,INR,2017,February,TXN832
06-02-2017,Saving Bank account 1,Groceries,Grocery,110,Expense,INR,2017,February,TXN833
06-02-2017,Cash,Groceries,Grocery,195,Expense,INR,2017,February,TXN834
06-02-2017,Cash,Groceries,fruits,140,Expense,INR,2017,February,TXN835
06-02-2017,Cash,Groceries,fruits,30,Expense,INR,2017,February,TXN836
08-02-2017,Saving Bank account 1,Miscellaneous,No notes available!,1499,Expense,INR,2017,February,TXN837
11-02-2017,Cash,Miscellaneous,No notes available!,75,Expense,INR,2017,February,TXN838
